"Product ID","Product Name","Line Item Quantity","Product SKU","Product Categories"
7914,"ไก่จ๊อห้าดาว ถุงเล็ก (500 กรัม)",2,IF0065,วัตถุดิบ
7866,"กระตอยต้ม (500 กรัม)",2,DSF0650,อาหารแห้ง
7805,"กุ้งกรอบสามรส (500 กรัม)",2,DSF0040,อาหารแห้ง
7833,"หอยแมลงภู่ผ่า (500 กรัม)",2,DSF0320,อาหารแห้ง
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",12,FT0035,ผลไม้
7665,"ลูกชิ้นทอดมันปลาสีส้ม (1000 กรัม)",3,MSF0710,ลูกชิ้นไส้กรอก
7543,"ลูกชิ้นเนื้อวัว แชมป์ (1000 กรัม)",2,MSF0120,ลูกชิ้นไส้กรอก
7680,"ลูกชิ้นเอ็นเนื้อ แชมป์ (1000 กรัม)",2,MSF0750,ลูกชิ้นไส้กรอก
7666,"ลูกชิ้นไก่ แหลมทอง (1000 กรัม)",2,MSF0720,ลูกชิ้นไส้กรอก
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",5,IF0100,วัตถุดิบ
7685,"ไก่จ๊อห้าดาว (1000 กรัม)",4,IF0060,วัตถุดิบ
7520,"หน่อไม้ไผ่ตง (1000 กรัม)",6,VB1330,ผัก
6843,"ใบแมงลัก (100 กรัม)",5,VB0071,ผัก
6909,"มะเขือเหลือง (100 กรัม)",4,VB0811,ผัก
6983,"มะเขือเปราะ (200 กรัม)",4,VB0172,ผัก
6953,"มะกอกลาว (100 กรัม)",4,VB1301,ผัก
6864,"พริกขี้หนูสวน (100 กรัม)",4,VB0311,ผัก
6939,"ก้านจอง (100 กรัม)",4,VB1151,ผัก
7063,"ดอกหอม (200 กรัม)",4,VB1012,ผัก
7019,"ถั่วพู (200 กรัม)",4,VB0552,ผัก
7394,"ผักบุ้งจีน (1000 กรัม)",1,VB0050,ผัก
8516,"ฝรั่งกิมจู (1000 กรัม)",3,FT0190,ผัก
7649,"ทูโทนลูกชิ้นปลาระเบิด (1000 กรัม)",2,MSF0540,ลูกชิ้นไส้กรอก
8125,"ปลาร้าแม่อีพิม (400 กรัม)",10,FIF0120,เครื่องปรุง
7426,"กระชายหัว (1000 กรัม)",3,VB0380,ผัก
8502,"ปูนาดอง (500 กรัม)",7,IF1490,อาหารพร้อมทาน
7870,"ขนมปลากรอบ (500 กรัม)",5,DSF0690,อาหารแห้ง
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",2,FT0480,ผลไม้
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
6951,"ชะพลู (100 กรัม)",4,VB1281,ผัก
6992,"ผักกระเฉด (200 กรัม)",4,VB0282,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",4,VB0351,ผัก
6847,"ผักชีลาว (100 กรัม)",4,VB0111,ผัก
7398,"ต้นหอม (1000 กรัม)",1,VB0090,ผัก
6927,"ผักบุ้งนา (100 กรัม)",6,VB1021,ผัก
6996,"ผักบุ้งไทย (200 กรัม)",4,VB0322,ผัก
6937,"ผักหวานป่า (100 กรัม)",4,VB1131,ผัก
6859,"มะเขือพวง (100 กรัม)",4,VB0261,ผัก
6844,"ใบโหระพา (100 กรัม)",3,VB0081,ผัก
7068,"ไส้ข่าอ่อน (200 กรัม)",4,VB1062,ผัก
7425,"หอมแดง (1000 กรัม)",1,VB0370,ผัก
6928,"ยี่หร่า (100 กรัม)",3,VB1031,ผัก
6786,"ฝอยทองรวมใหญ่(หยิบหยอดฝอย) (420 กรัม)",2,DTF0190,ขนม
7938,"แหนมดอนเมือง ตุ้มใหญ่ 10 เม็ด (350 กรัม)",2,IF0600,วัตถุดิบ
8031,"กล้วยน้ำว้า (650 กรัม)",3,FT0230,ผลไม้
6921,"สะตอแกะ (100 กรัม)",7,VB0951,ผัก
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",3,DTF0210,ขนม
6874,"ชะอม(กำใหญ่) (100 กรัม)",6,VB0411,ผัก
7479,"ยอดฟักแม้ว ยอดมะระ (1000 กรัม)",1,VB0910,ผัก
8014,"ดักแด้สดฟรีซ ถุงเล็ก (500 กรัม)",4,EF0055,อิสาน
6965,"ใบกะเพราแดง (100 กรัม)",5,VB1451,ผัก
7412,"บวบเหลี่ยม (1000 กรัม)",1,VB0240,ผัก
6955,"ดอกขจร/Cowslip creeper (100 กรัม)",3,VB1321,ผัก
6984,"มะระจีน (200 กรัม)",4,VB0182,ผัก
7408,"มะละกอดิบ (1000 กรัม)",3,VB0190,ผัก
7505,"ยอดกระถิน (1000 กรัม)",1,VB1180,ผัก
6991,"เม็ดกระถิน (200 กรัม)",3,VB0272,ผัก
6903,"ใบยอ (100 กรัม)",4,VB0731,ผัก
7091,"ขี้เหล็กต้ม (200 กรัม)",4,VB1312,ผัก
8302,"ยูโรคัดตาร์ดเค้ก (220 กรัม)",4,DTF0930,ขนม
7855,"ปลาวงจิ๋ว (500 กรัม)",3,DSF0540,อาหารแห้ง
7840,"หมึกแพ (500 กรัม)",2,DSF0390,อาหารแห้ง
7059,"กระถินฝักแก่ (200 กรัม)",4,VB0962,ผัก
7002,"กระชายหัว (200 กรัม)",4,VB0382,ผัก
7478,"หน่อไม้ไผ่รวก (1000 กรัม)",10,VB0900,ผัก
8519,"ปลานิลแดดเดียว (500 กรัม)",3,IF1140,อาหารแห้ง
8017,"ปลาดุกแดดเดียว ถุงเล็ก (500 กรัม)",3,IF0655,วัตถุดิบ
8042,"ปลาช่อนแดดเดียว (500 กรัม)",3,IF0710,วัตถุดิบ
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",5,MSF0070,ลูกชิ้นไส้กรอก
8534,"ไข่ปลาสลิด (500กรัม)",3,IF0240,วัตถุดิบ
6766,"เงาะ (1000 กรัม)",4,FT0140,ผลไม้
6771,"มังคุด (1000 กรัม)",5,FT0060,ผลไม้
6768,"สละ (1000 กรัม)",4,FT0110,ผลไม้
6767,"ลองกอง (1000 กรัม)",7,FT0075,ผลไม้
8566,"ขนุนลูก (1000 กรัม)",10,FT0500,ผลไม้
7940,"ขนมเปี๊ยะใหญ่ ซอย8 (800 กรัม)",5,DTF0940,ขนม
8570,"ข้าวโพดข้าวเหนียว (1000 กรัม)",10,FT0510,ผลไม้
8531,"ปลาสลิดไข่(8-10ตัวโล) (1000 กรัม)",5,IF0020,วัตถุดิบ
7687,"ปัง 85 (350 กรัม)",6,DTF0800,ขนม
6798,"ชิฟฟ่อนหนองพงนก-กล่องใหญ่ (330 กรัม)",4,DTF0320,ขนม
6868,"ผักชีฝรั่ง (100 กรัม)",5,VB0351,ผัก
7482,"ฟักทองลายทองคำ (1000 กรัม)",1,VB0940,ผัก
7406,"มะเขือเปราะ (1000 กรัม)",2,VB0170,ผัก
7445,"เห็ดหูหนู (1000 กรัม)",1,VB0570,ผัก
7444,"เห็ดเข็มทอง (1000 กรัม)",1,VB0560,ผัก
7449,"เห็คชิเมจิ (1000 กรัม)",1,VB0610,ผัก
7415,"เม็ดกระถิน (1000 กรัม)",1,VB0270,ผัก
7497,"สายบัว (1000 กรัม)",1,VB1100,ผัก
7481,"ยอดมะพร้าว (1000 กรัม)",1,VB0930,ผัก
7508,"ตำลึง (1000 กรัม)",1,VB1210,ผัก
7443,"ถั่วพู (1000 กรัม)",1,VB0550,ผัก
7420,"ผักบุ้งไทย (1000 กรัม)",1,VB0320,ผัก
7500,"ผักหวานป่า (1000 กรัม)",1,VB1130,ผัก
7419,"พริกขี้หนูสวน (1000 กรัม)",1,VB0310,ผัก
7521,"พริกลาว (1000 กรัม)",1,VB1340,ผัก
7394,"ผักบุ้งจีน (1000 กรัม)",1,VB0050,ผัก
8516,"ฝรั่งกิมจู (1000 กรัม)",2,FT0190,ผัก
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
8053,"CP เลือดหมูก้อน (400 กรัม)",10,IF0540,วัตถุดิบ
7794,"เลือดไก่ (350 กรัม)",4,IF0580,วัตถุดิบ
8534,"ไข่ปลาสลิด (500กรัม)",2,IF0240,วัตถุดิบ
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",12,RF1200,อาหารแห้ง
7936,"หอยขมแกะ ถุงเล็ก (500 กรัม)",2,EF0235,อิสาน
7966,"แหนมดอนเมือง กม.26 (130 กรัม)",6,EF0300,อิสาน
7414,"มะเขือพวง (1000 กรัม)",1,VB0260,ผัก
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",6,FT0035,ผลไม้
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",1,FT0480,ผลไม้
7725,"โรตีสายไหม (250 กรัม)",6,DTF1150,ขนม
8278,"กระท้อน (1000 กรัม)",4,FT0120,ผลไม้
7885,"ปลาช่อนใหญ่ (500 กรัม)",3,DSF0840,อาหารแห้ง
6766,"เงาะ (1000 กรัม)",1,FT0140,ผลไม้
7628,"โบโลน่าพริก (150 กรัม)",2,MSF0210,ลูกชิ้นไส้กรอก
7553,"ไส้กรอกแดง เบทราโกร (1000 กรัม)",1,MSF0360,ลูกชิ้นไส้กรอก
6873,"ข่า (100 กรัม)",6,VB0401,ผัก
6951,"ชะพลู (100 กรัม)",6,VB1281,ผัก
6901,"ใบมะกรูด (100 กรัม)",10,VB0711,ผัก
6843,"ใบแมงลัก (100 กรัม)",4,VB0071,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
7853,"ปลาวงพิเศษ (500 กรัม)",2,DSF0520,อาหารแห้ง
6868,"ผักชีฝรั่ง (100 กรัม)",8,VB0351,ผัก
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",8,RF1200,อาหารแห้ง
7914,"ไก่จ๊อห้าดาว ถุงเล็ก (500 กรัม)",2,IF0065,วัตถุดิบ
8052,"กระเพาะปลาอุดร (110 กรัม)",5,RF1340,อาหารพร้อมทาน
6844,"ใบโหระพา (100 กรัม)",5,VB0081,ผัก
7940,"ขนมเปี๊ยะใหญ่ ซอย8 (800 กรัม)",2,DTF0940,ขนม
7485,"ตะไคร้ (1000 กรัม)",1,VB0970,ผัก
8027,"ปลาทูหอม (500 กรัม)",2,IF0640,วัตถุดิบ
6832,"น้อยเบเกอรี่ ฝอยทองใบเตย (240 กรัม)",1,DTF0580,ขนม
7670,"ลูกชิ้นหมู ฮั้งเพ้ง (1000 กรัม)",2,MSF0730,ลูกชิ้นไส้กรอก
7645,"ฟุตลองสไปซี่ 7-11 (130 กรัม)",1,MSF0470,ลูกชิ้นไส้กรอก
7407,"มะระจีน (1000 กรัม)",1,VB0180,ผัก
8053,"CP เลือดหมูก้อน (400 กรัม)",1,IF0540,วัตถุดิบ
6971,"ผักบุ้งจีน (200 กรัม)",6,VB0052,ผัก
8007,"หมูปิ้งนมสดลุงหนวด(หมูบด10ไม้) (600 กรัม)",2,GF0030,ปิ้งย่าง
8477,"ปูไข่ดองน้ำปลา (700 กรัม)",1,RF0040,อาหารพร้อมทาน
6838,"คื่นช่าย (100 กรัม)",1,VB0021,ผัก
7687,"ปัง 85 (350 กรัม)",3,DTF0800,ขนม
6969,"คะน้าต้น (200 กรัม)",1,VB0032,ผัก
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
7576,"ทุเรียนกล่อง (เดี่ยว) (500 กรัม)",2,FT0015,ผลไม้
7917,"ปลาส้มวาสนา (500 กรัม)",2,IF0560,วัตถุดิบ
6859,"มะเขือพวง (100 กรัม)",2,VB0261,ผัก
8528,"หมูยอดอนเมือง (200 กรัม)",5,MSF0552,ลูกชิ้นไส้กรอก
8534,"ไข่ปลาสลิด (500กรัม)",3,IF0240,วัตถุดิบ
6816,"S&P ขนมไหว้พระจันทร์(1Pcs) (200 กรัม)",6,DTF0870,ขนม
8531,"ปลาสลิดไข่(8-10ตัวโล) (1000 กรัม)",1,IF0020,วัตถุดิบ
7007,"ผักแขยง(กำ) (200 กรัม)",3,VB0432,ผัก
7850,"ปลาหมึกกลางสวย (500 กรัม)",2,DSF0490,อาหารแห้ง
7842,"ปลาหมึกผ่าA5 (500 กรัม)",2,DSF0410,อาหารแห้ง
7037,"ใบย่านาง (200 กรัม)",3,VB0742,ผัก
7689,"ไส้กรอกแดง แหลมทอง (เล็ก) (500 กรัม)",4,MSF0075,ลูกชิ้นไส้กรอก
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",5,MSF0070,ลูกชิ้นไส้กรอก
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",3,FT0480,ผลไม้
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้
8504,"เกี๊ยวบางทราย หมูกุ้ง หมูล้วน ไก่ล้วน(แป้ง ดำ,ขาว) (400 กรัม)",20,RF1360,อาหารพร้อมทาน
7710,"ซาลาเปาวราภรณ์-หมูสับ 1Pcs (100 กรัม)",30,RF0390,อาหารพร้อมทาน
8002,"ข้าวหลามมะพร้าวอ่อน (250 กรัม)",10,DTF0780,ขนม
8265,"ขนมบ้าบิ่น นันทวรรณ (240 กรัม)",30,DTF0700,ขนม
8440,"กะหรี่ปั้ป25ไส้ (150 กรัม)",12,DTF1460,ขนม
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",10,IF0100,วัตถุดิบ
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
7408,"มะละกอดิบ (1000 กรัม)",10,VB0190,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",20,VB1451,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",5,FT0090,ผลไม้
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก
6852,"ถั่วฝักยาว (100 กรัม)",10,VB0161,ผัก
6865,"ผักบุ้งไทย (100 กรัม)",10,VB0321,ผัก
8007,"หมูปิ้งนมสดลุงหนวด(หมูบด10ไม้) (600 กรัม)",5,GF0030,ปิ้งย่าง
6923,"ตะไคร้ (100 กรัม)",10,VB0971,ผัก
6901,"ใบมะกรูด (100 กรัม)",10,VB0711,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6771,"มังคุด (1000 กรัม)",3,FT0060,ผลไม้
6788,"S&P Cake บัตเตอร์เค้ก (300 กรัม)",6,DTF0220,ขนม
7689,"ไส้กรอกแดง แหลมทอง (เล็ก) (500 กรัม)",5,MSF0075,ลูกชิ้นไส้กรอก
7518,"ขี้เหล็กต้ม (1000 กรัม)",1,VB1310,ผัก
7501,"ใบย่านาง เฉพาะใบ (1000 กรัม)",1,VB1140,ผัก
8559,"เนื้อโคเสียบไม้(พริกไทยดำ) (400 กรัม)",5,RF0250,อาหารพร้อมทาน
8562,"หมูสะเต๊ะ (600 กรัม)",5,GF0020,ปิ้งย่าง
8564,"ก๋วยเตี๋ยวเข่ง (หมู) น้ำตาลโตนด (300 กรัม)",5,RF0600,อาหารพร้อมทาน
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",10,RF1200,อาหารแห้ง
7405,"ถั่วฝักยาว (1000 กรัม)",8,VB0160,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",50,VB1451,ผัก
7914,"ไก่จ๊อห้าดาว ถุงเล็ก (500 กรัม)",5,IF0065,วัตถุดิบ
8052,"กระเพาะปลาอุดร (110 กรัม)",20,RF1340,อาหารพร้อมทาน
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",20,RF1200,อาหารแห้ง
7960,"บิ๊กเปา หมูสับ (140 กรัม)",10,RF0150,อาหารพร้อมทาน
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",3,FT0012,ผลไม้
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",3,FT0480,ผลไม้
6855,"พริกจินดาแดง (100 กรัม)",300,VB0211,ผัก
6798,"ชิฟฟ่อนหนองพงนก-กล่องใหญ่ (330 กรัม)",8,DTF0320,ขนม
6864,"พริกขี้หนูสวน (100 กรัม)",10,VB0311,ผัก
6956,"พริกลาว (100 กรัม)",10,VB1341,ผัก
8031,"กล้วยน้ำว้า (650 กรัม)",5,FT0230,ผลไม้
7689,"ไส้กรอกแดง แหลมทอง (เล็ก) (500 กรัม)",10,MSF0075,ลูกชิ้นไส้กรอก
7690,"ปลาร้า หม่ำ (350 กรัม)",20,FIF0110,เครื่องปรุง
8576,"ข้าวเหนียวปิ้ง(ไส้ กล้วย,เผือก 10 ชิ้น)แม่ประเทือง (700 กรัม)",5,DTF0047,ขนม
8103,"ปลาร้านางฟ้า (400 กรัม)",20,FIF0160,เครื่องปรุง
8578,"บ้าบิ่น รังผึ้งมะพร้าวน้ำหอม (300 กรัม)",5,DTF1500,ขนม
8579,"ขนมผิง ศิริชัย (100 กรัม)",20,DTF1510,ขนม
6871,"กระชายหัว (100 กรัม)",50,VB0381,ผัก
7075,"ก้านจอง (200 กรัม)",3,VB1152,ผัก
6882,"กุ้ยช่ายเขียว (100 กรัม)",10,VB0491,ผัก
6873,"ข่า (100 กรัม)",50,VB0401,ผัก
7091,"ขี้เหล็กต้ม (200 กรัม)",20,VB1312,ผัก
6969,"คะน้าต้น (200 กรัม)",7,VB0032,ผัก
6838,"คื่นช่าย (100 กรัม)",10,VB0021,ผัก
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",30,VB0411,ผัก
6933,"ชุดหมากพลู (100 กรัม)",5,VB1091,ผัก
6952,"ดอกกระเจียว (100 กรัม)",5,VB1291,ผัก
6955,"ดอกขจร/Cowslip creeper (100 กรัม)",5,VB1321,ผัก
6867,"ดอกแค (100 กรัม)",5,VB0341,ผัก
6959,"ดอกโสน (100 กรัม)",3,VB1381,ผัก
7485,"ตะไคร้ (1000 กรัม)",3,VB0970,ผัก
7102,"ถั่วปี่ (200 กรัม)",3,VB1442,ผัก
6982,"ถั่วฝักยาว (200 กรัม)",15,VB0162,ผัก
6888,"ถั่วพู (100 กรัม)",10,VB0551,ผัก
6907,"บวบงู (100 กรัม)",5,VB0771,ผัก
6960,"บวบหอม (100 กรัม)",5,VB1401,ผัก
6992,"ผักกระเฉด (200 กรัม)",10,VB0282,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",25,VB0351,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",20,VB0052,ผัก
7064,"ผักบุ้งนา (200 กรัม)",8,VB1022,ผัก
6996,"ผักบุ้งไทย (200 กรัม)",15,VB0322,ผัก
6937,"ผักหวานป่า (100 กรัม)",7,VB1131,ผัก
6876,"ผักแขยง(กำ) (100 กรัม)",7,VB0431,ผัก
6957,"ผักแพว (100 กรัม)",7,VB1361,ผัก
6942,"ฝักกระถินอ่อน (100 กรัม)",10,VB1191,ผัก
7061,"ฝักสะตอ (200 กรัม)",5,VB0992,ผัก
6864,"พริกขี้หนูสวน (100 กรัม)",20,VB0311,ผัก
6956,"พริกลาว (100 กรัม)",10,VB1341,ผัก
6863,"พริกไทยอ่อน (100 กรัม)",5,VB0301,ผัก
7482,"ฟักทองลายทองคำ (1000 กรัม)",3,VB0940,ผัก
7264,"มะระจีน (500 กรัม)",4,VB0185,ผัก
6859,"มะเขือพวง (100 กรัม)",20,VB0261,ผัก
7042,"มะเขือลาย (200 กรัม)",10,VB0792,ผัก
6983,"มะเขือเปราะ (200 กรัม)",20,VB0172,ผัก
7044,"มะเขือเหลือง (200 กรัม)",5,VB0812,ผัก
6941,"ยอดกระถิน (100 กรัม)",5,VB1181,ผัก
7056,"ยอดมะพร้าว (200 กรัม)",3,VB0932,ผัก
6862,"รากผักชี (100 กรัม)",10,VB0291,ผัก
7511,"ลิ้นฟ้า (1000 กรัม)",2,VB1240,ผัก
6921,"สะตอแกะ (100 กรัม)",15,VB0951,ผัก
7520,"หน่อไม้ไผ่ตง (1000 กรัม)",3,VB1330,ผัก
6860,"เม็ดกระถิน (100 กรัม)",20,VB0271,ผัก
6894,"เห็ดกระด้าง (100 กรัม)",5,VB0621,ผัก
6948,"เห็ดขอนขาว (100 กรัม)",5,VB1251,ผัก
6875,"ใบบัวบก(กำใหญ่) (100 กรัม)",5,VB0421,ผัก
6901,"ใบมะกรูด (100 กรัม)",20,VB0711,ผัก
6903,"ใบยอ (100 กรัม)",5,VB0731,ผัก
6904,"ใบย่านาง (100 กรัม)",5,VB0741,ผัก
6869,"ใบเตย (100 กรัม)",10,VB0361,ผัก
6843,"ใบแมงลัก (100 กรัม)",20,VB0071,ผัก
6844,"ใบโหระพา (100 กรัม)",40,VB0081,ผัก
7083,"ไข่ผำ (200 กรัม)",5,VB1232,ผัก
7068,"ไส้ข่าอ่อน (200 กรัม)",5,VB1062,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",35,VB1451,ผัก
7503,"หัวปลี (1000 กรัม)",1,VB1160,ผัก
6902,"ลูกมะกรูด (100 กรัม)",10,VB0721,ผัก
8516,"ฝรั่งกิมจู (1000 กรัม)",2,FT0190,ผัก
8278,"กระท้อน (1000 กรัม)",2,FT0120,ผลไม้
8031,"กล้วยน้ำว้า (650 กรัม)",2,FT0230,ผลไม้
6766,"เงาะ (1000 กรัม)",4,FT0140,ผลไม้
7576,"ทุเรียนกล่อง (เดี่ยว) (500 กรัม)",24,FT0015,ผลไม้
6768,"สละ (1000 กรัม)",2,FT0110,ผลไม้
7550,"BKP ไส้กรอกแฟรงค์ไก่รมควันหนังกรอบ (500 กรัม)",5,MSF0240,ลูกชิ้นไส้กรอก
7536,"CPไส้กรอกค็อกเทลรมควันหมูผสมไก่ (500 กรัม)",5,MSF0040,ลูกชิ้นไส้กรอก
7540,"ลูกชิ้นปลาระเบิดฉลาม (1000 กรัม)",5,MSF0080,ลูกชิ้นไส้กรอก
7670,"ลูกชิ้นหมู ฮั้งเพ้ง (1000 กรัม)",10,MSF0730,ลูกชิ้นไส้กรอก
7541,"ลูกชิ้นเนื้อวัวโฮเด้ง/โกเด้ง (500 กรัม)",10,MSF0090,ลูกชิ้นไส้กรอก
7666,"ลูกชิ้นไก่ แหลมทอง (1000 กรัม)",10,MSF0720,ลูกชิ้นไส้กรอก
8039,"น้องวัว (1000 กรัม)",10,IF1120,วัตถุดิบ
7910,"กุนเชียงเชือกแดง (450 กรัม)",10,IF0920,วัตถุดิบ
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",10,IF0100,วัตถุดิบ
8052,"กระเพาะปลาอุดร (110 กรัม)",10,RF1340,อาหารพร้อมทาน
8502,"ปูนาดอง (500 กรัม)",5,IF1490,อาหารพร้อมทาน
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",20,RF1200,อาหารแห้ง
8534,"ไข่ปลาสลิด (500กรัม)",5,IF0240,วัตถุดิบ
7636,"โบโลน่าพริก สไลด์ แหลมทอง (1000 กรัม)",5,MSF0370,ลูกชิ้นไส้กรอก
7538,"ไส้กรอกแดง(GSB) (1000 กรัม)",4,MSF0060,ลูกชิ้นไส้กรอก
8027,"ปลาทูหอม (500 กรัม)",8,IF0640,วัตถุดิบ
8534,"ไข่ปลาสลิด (500กรัม)",5,IF0240,วัตถุดิบ
7910,"กุนเชียงเชือกแดง (450 กรัม)",8,IF0920,วัตถุดิบ
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6992,"ผักกระเฉด (200 กรัม)",5,VB0282,ผัก
6888,"ถั่วพู (100 กรัม)",10,VB0551,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",10,VB0351,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",10,VB0052,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
6963,"ใบมะขามอ่อน (100 กรัม)",10,VB1431,ผัก
8023,"เส้นใหญ่ตราดอกบัว ถุงเล็ก (500 กรัม)",6,IF0895,วัตถุดิบ
7818,"ปลาฉิงฉางสมุนไพร (500 กรัม)",10,DSF0170,อาหารแห้ง
8443,"ปลาขาวสร้อยตากแห้ง (500 กรัม)",10,DSF0900,อาหารแห้ง
8531,"ปลาสลิดไข่(8-10ตัวโล) (1000 กรัม)",10,IF0020,วัตถุดิบ
6766,"เงาะ (1000 กรัม)",20,FT0140,ผลไม้
6771,"มังคุด (1000 กรัม)",15,FT0060,ผลไม้
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",1,FT0480,ผลไม้
7675,"ไส้กรอกอีสาน ข้อเล็ก ไม่มีแบรนด์ (500 กรัม)",8,MSF0180,ลูกชิ้นไส้กรอก
8552,"เฮ้งเพียวเฉาก๊วย (200 กรัม)",8,DTF1490,ขนม
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",3,MSF0070,ลูกชิ้นไส้กรอก
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",5,IF0100,วัตถุดิบ
