<<<<<<< HEAD
"Product ID","Product Name","Line Item Quantity","Product SKU","Product Categories"
8022,"เส้นบะหมี่ไข่ ตราไก่ (เส้นกลม) (500 กรัม)",2,IF0840,วัตถุดิบ
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",2,IF0100,วัตถุดิบ
6888,"ถั่วพู (100 กรัม)",5,VB0551,ผัก
7005,"ชะอม(กำใหญ่) (200 กรัม)",5,VB0412,ผัก
8294,"รสดี รสหมู/ไก่ ยกลัง ซอง 450 กรัม (1150 กรัม)",2,FIF0290,เครื่องปรุง
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้
7998,"ห่อหมกเฉียบ (1200 กรัม)",10,RF1330,อาหารพร้อมทาน
8440,"กะหรี่ปั้ป25ไส้ (150 กรัม)",7,DTF1460,ขนม
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
7408,"มะละกอดิบ (1000 กรัม)",10,VB0190,ผัก
7910,"กุนเชียงเชือกแดง (450 กรัม)",6,IF0920,วัตถุดิบ
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก
6842,"ใบกะเพรา (100 กรัม)",20,VB0061,ผัก
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",10,IF0100,วัตถุดิบ
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",4,FT0090,ผลไม้
8015,"แม่เป้งสดฟรีซ ถุงเล็ก (500 กรัม)",4,EF0035,อิสาน
7946,"จิ้มโป้ม ถุงเล็ก (500 กรัม)",2,EF0165,อิสาน
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6982,"ถั่วฝักยาว (200 กรัม)",5,VB0162,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
7734,"มะม่วงเขียว​เสวย​ (1000 กรัม)",2,FT0180,ผลไม้
8028,"เครื่องในหมูรวม PS (2000 กรัม)",4,IF0220,วัตถุดิบ
8036,"เส้นเล็กตราดอกบัว (500 กรัม)",4,IF0820,วัตถุดิบ
6923,"ตะไคร้ (100 กรัม)",10,VB0971,ผัก
6873,"ข่า (100 กรัม)",10,VB0401,ผัก
6871,"กระชายหัว (100 กรัม)",10,VB0381,ผัก
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",2,FT0035,ผลไม้
6824,"ปังสังขยาพรสวรรค์ (300 กรัม)",5,DTF0160,ขนม
7410,"พริกจินดาแดง (1000 กรัม)",4,VB0210,ผัก
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",24,FT0035,ผลไม้
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้
6842,"ใบกะเพรา (100 กรัม)",20,VB0061,ผัก
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก
6863,"พริกไทยอ่อน (100 กรัม)",10,VB0301,ผัก
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม
6827,"ทับทิมกรอบ วัดเจษ (500 กรัม)",5,DTF0470,ขนม
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",4,FT0012,ผลไม้
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",4,FT0480,ผลไม้
6855,"พริกจินดาแดง (100 กรัม)",300,VB0211,ผัก
6798,"ชิฟฟ่อนหนองพงนก-กล่องใหญ่ (330 กรัม)",8,DTF0320,ขนม
8043,"ขนมปังเนยโสด (155 กรัม)",20,DTF1420,ขนม
7936,"หอยขมแกะ ถุงเล็ก (500 กรัม)",5,EF0235,อิสาน
8125,"ปลาร้าแม่อีพิม (400 กรัม)",20,FIF0120,เครื่องปรุง
6864,"พริกขี้หนูสวน (100 กรัม)",5,VB0311,ผัก
6956,"พริกลาว (100 กรัม)",5,VB1341,ผัก
7628,"โบโลน่าพริก (150 กรัม)",10,MSF0210,ลูกชิ้นไส้กรอก
8031,"กล้วยน้ำว้า (650 กรัม)",2,FT0230,ผลไม้
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",5,FT0090,ผลไม้
6922,"กระถินฝักแก่ (100 กรัม)",2,VB0961,ผัก
7002,"กระชายหัว (200 กรัม)",20,VB0382,ผัก
6929,"ขึ้นฉ่าย (100 กรัม)",1,VB1041,ผัก
7004,"ข่า (200 กรัม)",10,VB0402,ผัก
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",20,VB0411,ผัก
7060,"ตะไคร้ (200 กรัม)",40,VB0972,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",10,VB0351,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",10,VB0052,ผัก
6927,"ผักบุ้งนา (100 กรัม)",10,VB1021,ผัก
6996,"ผักบุ้งไทย (200 กรัม)",5,VB0322,ผัก
6937,"ผักหวานป่า (100 กรัม)",10,VB1131,ผัก
6932,"ผักแว่น (100 กรัม)",10,VB1071,ผัก
6942,"ฝักกระถินอ่อน (100 กรัม)",10,VB1191,ผัก
6864,"พริกขี้หนูสวน (100 กรัม)",10,VB0311,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6940,"ยอดแค (100 กรัม)",10,VB1171,ผัก
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก
6860,"เม็ดกระถิน (100 กรัม)",10,VB0271,ผัก
7531,"ใบกะเพราแดง (1000 กรัม)",10,VB1450,ผัก
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้
7666,"ลูกชิ้นไก่ แหลมทอง (1000 กรัม)",5,MSF0720,ลูกชิ้นไส้กรอก
6766,"เงาะ (1000 กรัม)",20,FT0140,ผลไม้
6771,"มังคุด (1000 กรัม)",10,FT0060,ผลไม้
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
7537,"ลูกชิ้นหมูโฮเด้ง/โกเด้ง (500 กรัม)",6,MSF0050,ลูกชิ้นไส้กรอก
7543,"ลูกชิ้นเนื้อวัว แชมป์ (1000 กรัม)",6,MSF0120,ลูกชิ้นไส้กรอก
8274,"ปังทุเรียน (450 กรัม)",8,DTF1430,ขนม
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",5,IF0100,วัตถุดิบ
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",3,MSF0070,ลูกชิ้นไส้กรอก
7544,"ลูกชิ้นปลาระเบิดนีโม่ (1000 กรัม)",3,MSF0130,ลูกชิ้นไส้กรอก
8265,"ขนมบ้าบิ่น นันทวรรณ (240 กรัม)",5,DTF0700,ขนม
6864,"พริกขี้หนูสวน (100 กรัม)",5,VB0311,ผัก
6956,"พริกลาว (100 กรัม)",5,VB1341,ผัก
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",20,RF1200,อาหารแห้ง
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
6771,"มังคุด (1000 กรัม)",3,FT0060,ผลไม้
6867,"ดอกแค (100 กรัม)",3,VB0341,ผัก
6868,"ผักชีฝรั่ง (100 กรัม)",3,VB0351,ผัก
6863,"พริกไทยอ่อน (100 กรัม)",3,VB0301,ผัก
6930,"มะระขี้นก (100 กรัม)",3,VB1051,ผัก
6921,"สะตอแกะ (100 กรัม)",3,VB0951,ผัก
6842,"ใบกะเพรา (100 กรัม)",6,VB0061,ผัก
7459,"ใบมะกรูด (1000 กรัม)",1,VB0710,ผัก
6844,"ใบโหระพา (100 กรัม)",6,VB0081,ผัก
6823,"ปังสังขยา ตรา ชฎา (300 กรัม)",4,DTF0150,ขนม
7910,"กุนเชียงเชือกแดง (450 กรัม)",1,IF0920,วัตถุดิบ
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",6,FT0090,ผลไม้
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
6842,"ใบกะเพรา (100 กรัม)",10,VB0061,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
7002,"กระชายหัว (200 กรัม)",15,VB0382,ผัก
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",2,FT0480,ผลไม้
7687,"ปัง 85 (350 กรัม)",20,DTF0800,ขนม
8022,"เส้นบะหมี่ไข่ ตราไก่ (เส้นกลม) (500 กรัม)",6,IF0840,วัตถุดิบ
8023,"เส้นใหญ่ตราดอกบัว ถุงเล็ก (500 กรัม)",6,IF0895,วัตถุดิบ
7917,"ปลาส้มวาสนา (500 กรัม)",10,IF0560,วัตถุดิบ
7552,"หมูยอปึงหงี่เชียง (290 กรัม)",20,MSF0350,ลูกชิ้นไส้กรอก
7938,"แหนมดอนเมือง ตุ้มใหญ่ 10 เม็ด (350 กรัม)",10,IF0600,วัตถุดิบ
6901,"ใบมะกรูด (100 กรัม)",10,VB0711,ผัก
6863,"พริกไทยอ่อน (100 กรัม)",15,VB0301,ผัก
7725,"โรตีสายไหม (250 กรัม)",10,DTF1150,ขนม
7710,"ซาลาเปาวราภรณ์-หมูสับ 1Pcs (100 กรัม)",10,RF0390,อาหารพร้อมทาน
6996,"ผักบุ้งไทย (200 กรัม)",10,VB0322,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",20,VB0052,ผัก
8294,"รสดี รสหมู/ไก่ ยกลัง ซอง 450 กรัม (1150 กรัม)",1,FIF0290,เครื่องปรุง
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
8031,"กล้วยน้ำว้า (650 กรัม)",5,FT0230,ผลไม้
6901,"ใบมะกรูด (100 กรัม)",10,VB0711,ผัก
6823,"ปังสังขยา ตรา ชฎา (300 กรัม)",6,DTF0150,ขนม
7687,"ปัง 85 (350 กรัม)",12,DTF0800,ขนม
7998,"ห่อหมกเฉียบ (1200 กรัม)",10,RF1330,อาหารพร้อมทาน
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",4,MSF0070,ลูกชิ้นไส้กรอก
7725,"โรตีสายไหม (250 กรัม)",6,DTF1150,ขนม
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6842,"ใบกะเพรา (100 กรัม)",10,VB0061,ผัก
7683,"Cp ชีสไบท์ (150 กรัม)",5,MSF0760,ลูกชิ้นไส้กรอก
7694,"ลูกชิ้นปลาระเบิดนีโม่ ถุงเล็ก (500 กรัม)",5,MSF0135,ลูกชิ้นไส้กรอก
7628,"โบโลน่าพริก (150 กรัม)",5,MSF0210,ลูกชิ้นไส้กรอก
7689,"ไส้กรอกแดง แหลมทอง (เล็ก) (500 กรัม)",5,MSF0075,ลูกชิ้นไส้กรอก
6825,"ปังเว้ยเฮ้ยทุกไส้ (150 กรัม)",15,DTF0170,ขนม
8302,"ยูโรคัดตาร์ดเค้ก (220 กรัม)",6,DTF0930,ขนม
8053,"CP เลือดหมูก้อน (400 กรัม)",5,IF0540,วัตถุดิบ
8027,"ปลาทูหอม (500 กรัม)",5,IF0640,วัตถุดิบ
7917,"ปลาส้มวาสนา (500 กรัม)",5,IF0560,วัตถุดิบ
7923,"หมึกกรอบเย็นตาโฟ(หั่น) (500 กรัม)",5,IF0110,วัตถุดิบ
7794,"เลือดไก่ (350 กรัม)",5,IF0580,วัตถุดิบ
8022,"เส้นบะหมี่ไข่ ตราไก่ (เส้นกลม) (500 กรัม)",5,IF0840,วัตถุดิบ
8036,"เส้นเล็กตราดอกบัว (500 กรัม)",5,IF0820,วัตถุดิบ
8023,"เส้นใหญ่ตราดอกบัว ถุงเล็ก (500 กรัม)",5,IF0895,วัตถุดิบ
8014,"ดักแด้สดฟรีซ ถุงเล็ก (500 กรัม)",5,EF0055,อิสาน
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",6,FT0090,ผลไม้
8278,"กระท้อน (1000 กรัม)",3,FT0120,ผลไม้
6871,"กระชายหัว (100 กรัม)",10,VB0381,ผัก
6838,"คื่นช่าย (100 กรัม)",10,VB0021,ผัก
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก
6925,"ดอกสะเดา (100 กรัม)",10,VB1001,ผัก
6923,"ตะไคร้ (100 กรัม)",10,VB0971,ผัก
6852,"ถั่วฝักยาว (100 กรัม)",10,VB0161,ผัก
6971,"ผักบุ้งจีน (200 กรัม)",5,VB0052,ผัก
6996,"ผักบุ้งไทย (200 กรัม)",5,VB0322,ผัก
6995,"พริกขี้หนูสวน (200 กรัม)",5,VB0312,ผัก
6855,"พริกจินดาแดง (100 กรัม)",10,VB0211,ผัก
6956,"พริกลาว (100 กรัม)",10,VB1341,ผัก
6953,"มะกอกลาว (100 กรัม)",10,VB1301,ผัก
6930,"มะระขี้นก (100 กรัม)",10,VB1051,ผัก
7123,"มะละกอดิบ (250 กรัม)",12,VB0193,ผัก
7407,"มะระจีน (1000 กรัม)",2,VB0180,ผัก
6983,"มะเขือเปราะ (200 กรัม)",5,VB0172,ผัก
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก
7065,"ยี่หร่า (200 กรัม)",5,VB1032,ผัก
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก
6844,"ใบโหระพา (100 กรัม)",10,VB0081,ผัก
6965,"ใบกะเพราแดง (100 กรัม)",10,VB1451,ผัก
7038,"ใบเหลียง (200 กรัม)",5,VB0752,ผัก
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม
8342,"มะพร้าวกะทิ ลูก (800g)",2,FT0130,ผลไม้
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",12,RF1200,อาหารแห้ง
=======
"Product ID","Product Name","Line Item Quantity","Product SKU","Product Categories","Line Item Gross"
7562,"ทุเรียนแกะหมอนทอง (ลังเล็ก) (6000 กรัม)",1,FT0011,ผลไม้,186
8031,"กล้วยน้ำว้า (650 กรัม)",5,FT0230,ผลไม้,44.45
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",3,FT0090,ผลไม้,39.42
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",10,FT0035,ผลไม้,189.8
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",2,FT0480,ผลไม้,310
7002,"กระชายหัว (200 กรัม)",5,VB0382,ผัก,11.15
6873,"ข่า (100 กรัม)",5,VB0401,ผัก,5.55
6992,"ผักกระเฉด (200 กรัม)",5,VB0282,ผัก,12.1
6868,"ผักชีฝรั่ง (100 กรัม)",10,VB0351,ผัก,14.5
7064,"ผักบุ้งนา (200 กรัม)",5,VB1022,ผัก,11.25
6942,"ฝักกระถินอ่อน (100 กรัม)",5,VB1191,ผัก,6.15
6864,"พริกขี้หนูสวน (100 กรัม)",10,VB0311,ผัก,16.5
6956,"พริกลาว (100 กรัม)",10,VB1341,ผัก,13.4
6911,"มะเขือไข่เต่า (100 กรัม)",5,VB0831,ผัก,6.35
6921,"สะตอแกะ (100 กรัม)",5,VB0951,ผัก,15.25
7520,"หน่อไม้ไผ่ตง (1000 กรัม)",2,VB1330,ผัก,21.72
6842,"ใบกะเพรา (100 กรัม)",10,VB0061,ผัก,16
6901,"ใบมะกรูด (100 กรัม)",15,VB0711,ผัก,23.7
6904,"ใบย่านาง (100 กรัม)",5,VB0741,ผัก,6.3
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก,16
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก,32
6862,"รากผักชี (100 กรัม)",5,VB0291,ผัก,8.45
8053,"CP เลือดหมูก้อน (400 กรัม)",10,IF0540,วัตถุดิบ,50.2
8027,"ปลาทูหอม (500 กรัม)",10,IF0640,วัตถุดิบ,29.5
7638,"ไส้กรอกอิสานวุ้นเส้น (1000 กรัม)",3,MSF0400,ลูกชิ้นไส้กรอก,39.48
7883,"ปลาช่อนท้องขาด (500 กรัม)",5,DSF0820,อาหารแห้ง,44.6
7853,"ปลาวงพิเศษ (500 กรัม)",5,DSF0520,อาหารแห้ง,55
8023,"เส้นใหญ่ตราดอกบัว ถุงเล็ก (500 กรัม)",5,IF0895,วัตถุดิบ,23.4
8036,"เส้นเล็กตราดอกบัว (500 กรัม)",2,IF0820,วัตถุดิบ,7.9
8022,"เส้นบะหมี่ไข่ ตราไก่ (เส้นกลม) (500 กรัม)",2,IF0840,วัตถุดิบ,9.36
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",2,IF0100,วัตถุดิบ,14.42
6888,"ถั่วพู (100 กรัม)",5,VB0551,ผัก,6.6
7005,"ชะอม(กำใหญ่) (200 กรัม)",5,VB0412,ผัก,12.95
8294,"รสดี รสหมู/ไก่ ยกลัง ซอง 450 กรัม (1150 กรัม)",2,FIF0290,เครื่องปรุง,242.26
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้,744
7998,"ห่อหมกเฉียบ (1200 กรัม)",10,RF1330,อาหารพร้อมทาน,198.3
8440,"กะหรี่ปั้ป25ไส้ (150 กรัม)",7,DTF1460,ขนม,49.98
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้,372
7408,"มะละกอดิบ (1000 กรัม)",10,VB0190,ผัก,97.1
7910,"กุนเชียงเชือกแดง (450 กรัม)",6,IF0920,วัตถุดิบ,42.54
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก,32
6842,"ใบกะเพรา (100 กรัม)",20,VB0061,ผัก,32
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก,16
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",10,IF0100,วัตถุดิบ,72.1
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",4,FT0090,ผลไม้,52.56
8015,"แม่เป้งสดฟรีซ ถุงเล็ก (500 กรัม)",4,EF0035,อิสาน,42.24
7946,"จิ้มโป้ม ถุงเล็ก (500 กรัม)",2,EF0165,อิสาน,19.62
6874,"ชะอม(กำใหญ่) (100 กรัม)",10,VB0411,ผัก,13.4
6982,"ถั่วฝักยาว (200 กรัม)",5,VB0162,ผัก,15.8
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก,11.6
7734,"มะม่วงเขียว​เสวย​ (1000 กรัม)",2,FT0180,ผลไม้,27.5
8028,"เครื่องในหมูรวม PS (2000 กรัม)",4,IF0220,วัตถุดิบ,116.44
8036,"เส้นเล็กตราดอกบัว (500 กรัม)",4,IF0820,วัตถุดิบ,15.8
6923,"ตะไคร้ (100 กรัม)",10,VB0971,ผัก,14.9
6873,"ข่า (100 กรัม)",10,VB0401,ผัก,11.1
6871,"กระชายหัว (100 กรัม)",10,VB0381,ผัก,11.6
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",2,FT0035,ผลไม้,37.96
6824,"ปังสังขยาพรสวรรค์ (300 กรัม)",5,DTF0160,ขนม,41.65
7410,"พริกจินดาแดง (1000 กรัม)",4,VB0210,ผัก,53.68
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก,12.6
8216,"ทุเรียนภูเขาไฟ (500 กรัม)",24,FT0035,ผลไม้,455.52
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้,744
6842,"ใบกะเพรา (100 กรัม)",20,VB0061,ผัก,32
6844,"ใบโหระพา (100 กรัม)",20,VB0081,ผัก,32
6863,"พริกไทยอ่อน (100 กรัม)",10,VB0301,ผัก,14.3
6787,"ลอดช่องวัดเจษ 400 ก (400 กรัม)",5,DTF0210,ขนม,36.2
6827,"ทับทิมกรอบ วัดเจษ (500 กรัม)",5,DTF0470,ขนม,47.95
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",4,FT0012,ผลไม้,1488
7990,"ทุเรียนหมอนทองลูก (10000 กรัม)",4,FT0480,ผลไม้,620
6855,"พริกจินดาแดง (100 กรัม)",300,VB0211,ผัก,429
6798,"ชิฟฟ่อนหนองพงนก-กล่องใหญ่ (330 กรัม)",8,DTF0320,ขนม,55.44
8043,"ขนมปังเนยโสด (155 กรัม)",20,DTF1420,ขนม,70
7936,"หอยขมแกะ ถุงเล็ก (500 กรัม)",5,EF0235,อิสาน,40.1
8125,"ปลาร้าแม่อีพิม (400 กรัม)",20,FIF0120,เครื่องปรุง,111.6
6864,"พริกขี้หนูสวน (100 กรัม)",5,VB0311,ผัก,8.25
6956,"พริกลาว (100 กรัม)",5,VB1341,ผัก,6.7
7628,"โบโลน่าพริก (150 กรัม)",10,MSF0210,ลูกชิ้นไส้กรอก,29.9
8031,"กล้วยน้ำว้า (650 กรัม)",2,FT0230,ผลไม้,17.78
6769,"มะม่วงน้ำดอกไม้ (1000 กรัม)",5,FT0090,ผลไม้,65.7
6922,"กระถินฝักแก่ (100 กรัม)",2,VB0961,ผัก,2.46
7002,"กระชายหัว (200 กรัม)",20,VB0382,ผัก,44.6
6929,"ขึ้นฉ่าย (100 กรัม)",1,VB1041,ผัก,1.29
7004,"ข่า (200 กรัม)",10,VB0402,ผัก,21.3
6951,"ชะพลู (100 กรัม)",10,VB1281,ผัก,12.6
6874,"ชะอม(กำใหญ่) (100 กรัม)",20,VB0411,ผัก,26.8
7060,"ตะไคร้ (200 กรัม)",40,VB0972,ผัก,115.6
6868,"ผักชีฝรั่ง (100 กรัม)",10,VB0351,ผัก,14.5
6971,"ผักบุ้งจีน (200 กรัม)",10,VB0052,ผัก,21.2
6927,"ผักบุ้งนา (100 กรัม)",10,VB1021,ผัก,11.8
6996,"ผักบุ้งไทย (200 กรัม)",5,VB0322,ผัก,10.4
6937,"ผักหวานป่า (100 กรัม)",10,VB1131,ผัก,15.1
6932,"ผักแว่น (100 กรัม)",10,VB1071,ผัก,13.2
6942,"ฝักกระถินอ่อน (100 กรัม)",10,VB1191,ผัก,12.3
6864,"พริกขี้หนูสวน (100 กรัม)",10,VB0311,ผัก,16.5
6859,"มะเขือพวง (100 กรัม)",10,VB0261,ผัก,11.6
6940,"ยอดแค (100 กรัม)",10,VB1171,ผัก,12
6921,"สะตอแกะ (100 กรัม)",10,VB0951,ผัก,30.5
6860,"เม็ดกระถิน (100 กรัม)",10,VB0271,ผัก,10
7531,"ใบกะเพราแดง (1000 กรัม)",10,VB1450,ผัก,165.6
6843,"ใบแมงลัก (100 กรัม)",10,VB0071,ผัก,16
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",2,FT0012,ผลไม้,744
7666,"ลูกชิ้นไก่ แหลมทอง (1000 กรัม)",5,MSF0720,ลูกชิ้นไส้กรอก,66.5
8033,"รสดี รสหมู/ไก่ ยกลัง ซอง 850 กรัม (8500 กรัม)",1,FIF0300,เครื่องปรุง,121.13
6766,"เงาะ (1000 กรัม)",20,FT0140,ผลไม้,253.2
6771,"มังคุด (1000 กรัม)",10,FT0060,ผลไม้,126.6
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้,372
7537,"ลูกชิ้นหมูโฮเด้ง/โกเด้ง (500 กรัม)",6,MSF0050,ลูกชิ้นไส้กรอก,50.22
7543,"ลูกชิ้นเนื้อวัว แชมป์ (1000 กรัม)",6,MSF0120,ลูกชิ้นไส้กรอก,105.36
8274,"ปังทุเรียน (450 กรัม)",8,DTF1430,ขนม,60.96
7796,"ปลาทูนึ่งแม่กลอง (300 กรัม)",5,IF0100,วัตถุดิบ,36.05
7539,"ไส้กรอกแดง แหลมทอง (1000 กรัม)",3,MSF0070,ลูกชิ้นไส้กรอก,41.16
7544,"ลูกชิ้นปลาระเบิดนีโม่ (1000 กรัม)",3,MSF0130,ลูกชิ้นไส้กรอก,37.41
8265,"ขนมบ้าบิ่น นันทวรรณ (240 กรัม)",5,DTF0700,ขนม,15.8
6864,"พริกขี้หนูสวน (100 กรัม)",5,VB0311,ผัก,8.25
6956,"พริกลาว (100 กรัม)",5,VB1341,ผัก,6.7
7728,"ก๋วยเตี๋ยวเรือต่อปาก (200 กรัม)",20,RF1200,อาหารแห้ง,52
7564,"ทุเรียนแกะหมอนทอง (ลังใหญ่) (12000 กรัม)",1,FT0012,ผลไม้,372
6771,"มังคุด (1000 กรัม)",3,FT0060,ผลไม้,37.98
6867,"ดอกแค (100 กรัม)",3,VB0341,ผัก,3.6
6868,"ผักชีฝรั่ง (100 กรัม)",3,VB0351,ผัก,4.35
6863,"พริกไทยอ่อน (100 กรัม)",3,VB0301,ผัก,4.29
6930,"มะระขี้นก (100 กรัม)",3,VB1051,ผัก,3.78
6921,"สะตอแกะ (100 กรัม)",3,VB0951,ผัก,9.15
